Row58;comunicacao e marketing;apresentar como funciona a comunicacao interna nas organizacoes na era virtual 
Row59;desenvolvimento de solucoes;apresentar os conceitos arquitetura e utilitarios do sgbd adabas de modo a permitir aos desenvolvedores do defla um melhor rendimento nos repasses dos sistemas de alta plataforma da ssbsa antiga debsa 
Row60;desenvolvimento de solucoes;capacita os empregados que atuam como dba para uso do sgbd adabas da plataforma grande porte mainframe 
Row61;desenvolvimento de solucoes;capacitar os treinandos a desenvolver e ou manter programas na linguagem de programacao natural acessando o sgbd adabas 
Row62;ambientes de redes de ti;consolidar os conhecimentos em thunder adc application delivery controller para que os profissionais estejam aptos a entender e manusear os equipamentos a serie thunder adc e uma nova geracao de load balancer que ajuda as empresas e isps a dimensionar e maximizar a disponibilidade e a confiabilidade dos aplicativos compativel com os protocolos ipv e ipv o treinamento e composto de material apresentando a teoria assim como a pratica de tais conceitos atraves de laboratorios focados em cada modulo 
Row63;ambientes de redes de ti;capacitar equipes tecnicas da supop para administrar a central de pacotes 
Row64;ambientes de redes de ti;instruir equipes tecnicas da supop a realizar administracao da solucao central de pacotes
Row65;ambientes de redes de ti;realizacao de workshop entre as equipes de administracao de rede local do cliente rfb das localidades gerenciadas pela opbhe
Row66;ambientes de redes de ti;realizacao de workshop entre as equipes de administracao de rede local da rede interna do serpro e clientes nao rfb das localidades gerenciadas pela opbhe 
Row67;ambientes de redes de ti;capacitar em nivel basico administradores de rede para atuacao em ambientes linux 
Row68;ambientes de redes de ti;capacitar em nivel basico administradores de rede para atuacao em ambiente windows 
Row69;ambientes de redes de ti;ao final deste curso o aluno devera ser capaz de desenvolver as competencias basicas necessarias a execucao de atividades de suporte de primeiro segundo e terceiro niveis nas areas operacionais da empresa devera desenvolver tambem as habilidades comuns da administracao de sistemas linux como o uso dos comandos basicos e avancados do shell localizacao de diretorios e arquivos de configuracao gerenciamento de pacotes gerenciamento de servicos e tarefas bem como nocoes de redes e seguranca 
Row70;ambientes de redes de ti;adquirir conhecimentos e obter melhor desenvolvimento ao aplicar no dia a dia 
Row71;gestao de pessoas;ao final do curso os participantes deverao ser capazes de compreender e aplicar os conhecimentos adquiridos sobre a administracao do tempo no seu dia a dia 
Row72;centro de dados;necessidade de implementacao de integracoes de dados de gestao e producao da supop na plataforma postgresql 
Row73;seguranca da informacao;o treinamento na solucao bry psbio bio ac e um curso de ha presencial com conteudo teorico e pratico visando o repasse de conhecimento sobre o uso e manutencao da solucao bry psbio 
Row74;desenvolvimento de solucoes;capacitacao para administradores de sistemas que desejam automatizar as configuracoes dos seus sistemas e aplicacoes com ansible awx 
Row75;gestao contabil;apresentar a evolucao do processo de prestacao de contas em especial a adocao da estrutura internacional de relato integrado
Row76;ambientes de redes de ti;capacitar os participantes no desenvolvimento da atividade de agente de registro 
Row77;ambientes de redes de ti;capacitar funcionarios do ciasc para exercer a atividade de agente de registro
Row78;ambientes de redes de ti;capacitar os participantes no desenvolvimento da atividade de agente de registro da receita federal do brasil 
Row79;ambientes de redes de ti;capacitar os participantes no desenvolvimento da atividade de agente de registro da receita federal do brasil 
Row80;ambientes de redes de ti;capacitar os empregados no desenvolvimento da atividade de agente de registro 
Row81;ambientes de redes de ti;ao final do curso os participantes serao capazes de entender a estrutura da icp brasil e a legislacao pertinente conhecer a rotina operacional de uma autoridade de registro ar e estarao capacitados a atuarem como agentes de registro 
Row82;seguranca da informacao;ao final do curso o aluno devera ter compreendido como exercer a funcao de agente de seguranca 
Row83;desenvolvimento de solucoes;trocar experiencia entre os participantes sobre a importancia da cultura organizacional para uma efetiva adocao do metodo agil de desenvolvimento de sistemas 
Row84;desenvolvimento de solucoes;promover a comunicacao e a colaboracao entre seus integrantes visando a disseminacao coordenada da cultura agil por todo o pais 
Row85;desenvolvimento de solucoes;conferencia oficial da agile alliance brazil e se posiciona como uma das maiores do mundo na categoria o evento nao possui fins lucrativos e e organizado por um time de entusiastas da comunidade brasileira de metodos ageis que compartilham do objetivo de incentivar e disseminar a cultura agil por todo o pais 
Row86;desenvolvimento de solucoes;repassar conhecimentos adquiridos no treinamento agile coach professional da adaptworks 
Row87;desenvolvimento de solucoes;agregar conhecimento em agile scrum master conforme diretrizes do serpro
Row88;desenvolvimento de solucoes;trazer novidades surpresas e muita tendencia para o mercado de software os relatos dos participantes do agile trends mostram que os mesmos aprenderam muito e sairam do evento com muitas ideias novas e pensamentos fora da caixa por terem entrado em contato com opinioes e pontos de vista variados desta forma ter a oportunidade de mostrar ao brasil e ao mundo os resultados de um trabalho realizado por equipes do serpro se mostra bastante relevante alem disso tambem e uma grande oportunidade para saber como outras organizacoes estao trabalhando e propiciar networking com grandes nomes do mercado 
Row89;desenvolvimento de solucoes;o evento agile trends floripa traz tendencias em praticas e conceitos ageis a partir de palestras e relatos de experiencia de especialistas e outros praticantes o serpro ja utiliza metodos ageis ha alguns anos sempre buscando entregar mais valor de forma responsiva esta busca e refletida no oe do planejamento estrategico que visa a melhoria da qualidade e a reducao do tempo de entrega de valor ao cliente a participacao no evento permitira trazer novas ideias para serem disseminadas na empresa 
Row90;desenvolvimento de solucoes;este evento e a principal conferencia sobre tendencias e melhoras praticas em agilidade para o governo contara com apresentacoes de alto nivel de especialistas sobre o tema e de instituicoes publicas que tem obtido importantes resultados com a aplicacao de metodologias ageis os conhecimentos e ideias insights que serao adquiridos no evento poderao agregar valor e contribuir com o programa que esta em fase de proposicao conteudo programatico disponivel em http agiletrendsbr com programacao agile trends gov 
Row91;desenvolvimento de solucoes;trazer conteudo agil de primeira linha para o governo e seus prestadores de servico 
Row92;desenvolvimento de solucoes;o evento teve como objetivo apresentar as varias tendencias do setor tecnologico no que diz respeito ao tema agilidade com centenas de agilistas para a troca de experiencia e networking com varias apresentacoes de empresas do setor publico e privado 
Row93;desenvolvimento de solucoes;ao final da acao educacional o participante sera capaz de conhecer os fundamentos que alicercam a metodologia agil compreender a importancia de priorizar e ordenar atividades para entrega de valor e resultados aplicar elementos praticos da metodologia nas atividades de trabalho que realiza conhecer o que a metodologia preconiza recomenda orienta a respeito do trabalho em times e ter insumos para compreender a importancia da metodologia agil para o exito dos propositos organizacionais 
Row94;desenvolvimento de solucoes;apresentar os conceitos valores e principios do desenvolvimento agil de software para as equipes do departamento utilizando como referencia o kanban 
Row95;desenvolvimento de solucoes;a acao educacional tem como objetivo o compartilhamento de experiencia de desenvolvimento com membros de times ageis e gestores sem perda dos beneficios da comunicacao osmotica dos metodos ageis 
Row96;responsabilidade social;o objetivo deste curso e sensibilizar as pessoas para a necessidade de cada um nas suas acoes cotidianas praticar medidas de preservacao dos recursos hidricos alem de ajudar a disseminar as ideias aqui apresentadas buscando a adesao do maior numero possivel de pessoas para esta causa 
Row97;gestao de pessoas;ressaltar a importancia da cipa como amplo espaco de participacao proativa dos trabalhadores na construcao de um ambiente de trabalho saudavel a partir de um processo de negociacao cotidiana das questoes de seguranca e saude 
Row98;gestao empresarial;mostrar a importancia do gerenciamento de processos e da integridade para o resgate da confianca no servico publico 
Row99;ambientes de redes de ti;apresentar a infraestrutura da rede serpro 
Row100;ambientes de redes de ti;demonstrar como a internet pode conectar as pessoas informacoes e recursos em todo o mundo 
Row101;desenvolvimento de solucoes;apresentar os conceitos basicos que possibilitam a utilizacao da tecnica conhecida como ajax asynchronous javascript and xml ao final do treinamento os participantes devem ser capazes de realizar uma requisicao http assincrona ao servidor web recuperar dados e trata los para apresentacao em um documento html 
Row102;gestao de pessoas;orientar habitos alimentares e estilo de vida com promocao de saude aos participantes da acao educacional 
Row103;gestao de pessoas;fornecer informacoes sobre a dieta vegetariana buscando dirimir duvidas e desinformacao sobre o assunto 
Row104;desenvolvimento de solucoes;aproveitar a experiencia de aprendizado assistido por instrutor para fixacao do conteudo atraves de atividades praticas referentes ao uso do alm na visao do cliente apresentar as interacoes do cliente com a ferramenta alm 
Row105;centro de dados;capacitacao dos funcionarios em tecnologias da plataforma grande porte mainframe 
Row106;desenvolvimento de solucoes;apresentacao do sonarqube como ferramenta de analise de codigo e boas praticas para gestao da qualidade de codigo aplicar identificacao dimensionamento e correcao dos principais problemas em um projeto de componente java usado no serpro
Row107;gestao contabil;apresentar uma visao geral e abrangente de como analisar as demonstracoes contabeis 
Row108;centro de dados;apresentar o ferramental basico e os principais conceitos de analise de dados conceitos essenciais nos dominios da estatistica e mineracao de dados sao abordados de forma teorica e pratica abordando os seguintes pontos estimular nos alunos o raciocinio analitico sob diferentes perspectivas e classes de problemas discutir os conceitos fundamentais relativos aos principais algoritmos e tecnicas apresentar os principais problemas e tecnologias para extracao carga e transformacao de conjuntos de dados promover a discussao sobre estrategias e ferramental para processamento analitico escalavel de grandes volumes de dados e elaborar e executar projeto de ciencia de dados 
Row109;gestao contabil;apresentar uma visao geral e abrangente de como analisar as demonstracoes contabeis 
Row110;gestao de negocios e clientes;apresentar e compartilhar conhecimentos a utilizacao das funcionalidades do sistema business impact analysis bia que tem como proposito automatizar o processo pscn implementar continuidade de negocios propiciando a identificacao de impactos e implementacao de melhorias na lista de servicos de missao critica agregando ainda a reducao de prazos e custo de elaboracao 
Row111;desenvolvimento de solucoes;capacitar o participante para compreender os resultados das contagens de pontos de funcao limitacoes da metrica pontos de funcao assim como as aplicacoes da analise de pontos de funcao nos contratos de software e estimativas da projetos 
Row112;desenvolvimento de solucoes;espera se que ao final do curso as os alunas os tenham adquirido as competencias para compreender os fundamentos das metricas de software sua importancia para uma gestao efetiva de projetos de desenvolvimento e de manutencao de sistemas e os principais aspectos sobre implantacao de processos de medicao de software compreender os objetivos beneficios e limitacoes do uso da metrica pontos de funcao em projetos de software compreender o procedimento de contagem de pontos de funcao e os conceitos basicos dos tipos funcionais da metrica arquivo logico interno arquivo de interface externa entrada externa saida externa e consulta externa compreender o uso da metrica pontos de funcao em processos de estimativa e contratos de desenvolvimento e manutencao de sistemas conforme recomendado pela instrucao normativa in da secretaria de logistica e tecnologia da informacao slti mp e pelos acordaos do tribunal de contas da uniao tcu 
Row113;desenvolvimento de solucoes;compreender os fundamentos das metricas de software sua importancia para uma gestao efetiva de projetos de desenvolvimento e de manutencao de sistemas e os principais objetivos de um processos de medicao de software compreender os objetivos beneficios e limitacoes do uso da metrica pontos de funcao em projetos de software compreender o procedimento de contagem de pontos de funcao e os conceitos basicos dos tipos funcionais da metrica arquivo logico interno arquivo de interface externa entrada externa saida externa e consulta externa compreender o uso da metrica pontos de funcao em processos de estimativa e contratos de desenvolvimento e manutencao de sistemas conforme recomendado pela instrucao normativa no da secretaria de logistica e tecnologia da informacao slti mp e pelos acordaos do tribunal de contas da uniao tcu 
Row114;desenvolvimento de solucoes;compreender os fundamentos das metricas de software sua importancia para uma gestao efetiva de projetos de desenvolvimento e de manutencao de sistemas e os principais objetivos de um processos de medicao de software compreender os objetivos beneficios e limitacoes do uso da metrica pontos de funcao em projetos de software compreender o procedimento de contagem de pontos de funcao e os conceitos basicos dos tipos funcionais da metrica arquivo logico interno arquivo de interface externa entrada externa saida externa e consulta externa compreender o uso da metrica pontos de funcao em processos de estimativa e contratos de desenvolvimento e manutencao de sistemas conforme recomendado pela instrucao normativa no da secretaria de logistica e tecnologia da informacao slti mp e pelos acordaos do tribunal de contas da uniao tcu 
Row115;desenvolvimento de solucoes;capacitar pessoas envolvidas com o desenvolvimento de sistemas a realizar estimativas baseadas na metodologia de analise de pontos por funcao 
Row116;desenvolvimento de solucoes;capacitar pessoas envolvidas com o desenvolvimento de sistemas a realizar estimativas baseadas na metodologia de analise de pontos por funcao 
Row117;seguranca da informacao;capacitar os agentes de seguranca das regionais em analise de risco e plano de contingencia para que eles sejam os facilitadores dos levantamentos dos riscos nos processos existentes nas salas de ar agente de registro da certificacao digital 
Row118;seguranca da informacao;repassar conhecimentos basicos para a equipe tecnica na ferramenta nessus 
Row119;gestao empresarial;o objetivo deste curso e capacita lo para a aplicacao de conceitos e instrumentos da analise de processos combinando teoria e pratica e tratando de conceitos ferramentas e tecnicas na area de qualidade voltados para as necessidades do setor publico 
Row120;seguranca da informacao;o serpro como empresa publica prestadora de servicos de ti tem internamente institucionalizado uma equipe de forense computacional criada e gerenciada para apurar de forma sistematica legal e administrativamente os desvios dos funcionarios e acessos maliciosos aos ambientes computacionais o treinamento solicitado atendera os principais analistas do serpro que fazem parte do grupo inclusive dando uma visao legal alem da visao tecnica como introducao a direito constitucional aplicado direitos e garantias fundamentais alem de direito penal essa visao mais abrangente e fundamental para uma analise forense dentro do serpro 
Row121;desenvolvimento de solucoes;capacitar desenvolvedores para criarem aplicacoes web modernas utilizando html rest angular js x gulp bower e npm alem do demoiselle 
Row122;desenvolvimento de solucoes;capacitar desenvolvedores no uso do angular para criacao de sistemas web ao final do curso o aluno estara apto a desenvolver projetos web utilizando o framework 
Row123;desenvolvimento de solucoes;capacitar desenvolvedores nas tecnologias angular typescript 
Row124;desenvolvimento de solucoes;alinhar o conhecimento da equipe na tecnologia angular para atuar no desenvolvimento frontend do pucomex face a necessidade de respostas rapidas nas criacoes dos componentes demonstrando a utilizacao pratica do framework desde suas bases ate recursos mais avancados 
Row125;desenvolvimento de solucoes;capacitar os participantes a desenvolverem aplicacoes web frontend utilizando o framework angular 
Row126;desenvolvimento de solucoes;capacitar o publico alvo na construcao de aplicacoes com o framework angularjs 
Row127;desenvolvimento de solucoes;dar uma visao geral da criacao e uso de angularjs e como pode ser utilizado junto com framework demoiselle 
Row128;desenvolvimento de solucoes;dar uma visao geral da criacao e uso de angularjs e como pode ser utilizado junto com framework demoiselle 
Row129;desenvolvimento de solucoes;capacitar os participantes a desenvolverem aplicacoes web frontend utilizando o framework angular e a linguagem typescript 
Row130;desenvolvimento de solucoes;repassar as definicoes de arquitetura para utilizacao das tecnologias angularjs rest com demoiselle integrado ao dominio sief 
Row131;desenvolvimento de solucoes;capacitpar os participantes em desenvolvimento de aplicacao frontend utilizando o framework angular js juntamente com a linguagem typescript 
Row132;desenvolvimento de solucoes;capacitar tecnicamente para orientar as equipes de desenvolvimento para utilizarem os padroes ferramentas seguindo os direcionamentos corporativos do serpro com relacao a arquitetura frameworks e tecnologias
Row133;aquisicoes e contratacoes;disseminar o novo entendimento acerca da instrucao normativa n conta vinculada em especial no tocante aos servicos de terceirizacao propiciando uma melhoria no processo de aquisicoes a partir da formacao continuada 
Row134;desenvolvimento de solucoes;apresentar a palestra para troca de conhecimento e experiencia entre os participantes sobre o projeto open source apache hadoop 
Row135;desenvolvimento de solucoes;pretende se que ao final do curso os alunos sejam capazes de entender e utilizar o apache maven para apoio ao desenvolvimento de aplicacoes 
Row136;desenvolvimento de solucoes;capacitar os participantes no uso das funcionalidades do apache solr e sua administracao para busca corporativa enterprise search e outras aplicacoes o apache solr e uma plataforma de enterprise search popular extremamente performatica e escalavel do projeto apache lucene solr sendo inclusive utilizado em solucoes de bigdata 
Row137;transparencia e etica;aperfeicoar as atividades correcionais 
Row138;desenvolvimento de solucoes;capacitar pessoas envolvidas com o desenvolvimento de sistemas a realizar estimativas baseadas na metodologia de analise de pontos por funcao 
Row139;gestao integrada de servicos;capacitar os alunos na utilizacao do aplicativo de dashboard da ferramenta govi controle de modo a facilitar as boas praticas dos processos funcionais da aplicacao 
Row140;ambientes de redes de ti;ao final da atividade os participantes deverao ser capazes de utilizar as consoles de administracao do balanceador a para verificar eventuais problemas de balanceamento 
Row141;ambientes de redes de ti;ao final da atividade os participantes deverao ser capazes de utilizar as consoles de administracao do balanceador a para verificar eventuais problemas de balanceamento 
Row142;ambientes de redes de ti;este curso abrange as tecnicas necessarias para montar diagramas de fluxo de analise utilizando o amplo conjunto de ferramentas do sas enterprise miner tanto para a identificacao de padroes segmentacao associacao e analise de sequencias quanto para modelagem preditiva modelos de arvore de decisao regressao e redes neurais 
Row143;desenvolvimento de solucoes;trocar conhecimento e experiencia entre os participantes sobre o uso do framework ionic para construcao de apps hibridos 
Row144;gestao de pessoas;refletir sobre o que pode dificultar ou potencializar nosso encontro com o outro para promover a saude psicossocial e o aprendizado mutuo 
Row145;inovacao de ti;capacitar o aluno nos seguintes itens i aprendizagem supervisionada algoritmos parametricos e nao parametricos maquinas de vetores suporte nucleos e redes neurais ii aprendizagem nao supervisionada algoritmos de agrupamento clustering reducao dimensional sistemas de recomendacao a algoritmos hierarquicos iii a melhores tecnicas de aprendizagem automatica vies indutivo variancia processo de inovacao em aprendizagem automatica e inteligencia artificial o curso abordara tambem inumeros estudos de caso e aplicacoes para que o aluno possa aprender como aplicar os algoritmos na construcao de robos inteligentes percepcao controle reconhecimento de texto para pesquisa na web anti spam visao computacional informatica medica audio mineracao de dados entre muitas outras areas de aplicacao 
Row146;organizacao da informacao empresarial;desenvolver na equipe a motivacao para buscar aplicar e compartilhar sistematicamente novos conhecimentos com vistas a contribuir para o desenvolvimento profissional e da organizacao 
Row147;seguranca da informacao;conscientizacao sobre aspectos de seguranca relacionados a atividade de agentes de registro 
Row148;gestao integrada de servicos;ao final do treinamento as equipes que atendem o denatran deverao estar aptos a utilizar o govicontrole na supde
